relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_6323_39732_6325,6323,39732,39732,39733,6325,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.1481851987170075, ""https://example.org/narrative-character-ontology#threatens"": 0.0313355080382614, ""https://example.org/narrative-character-ontology#protects"": 0.18851649136709675, ""https://example.org/narrative-character-ontology#loves"": 0.08593068296101267, ""https://example.org/narrative-character-ontology#kills"": 0.014801845910421892, ""https://example.org/narrative-character-ontology#hates"": 0.020231724589772838, ""https://example.org/narrative-character-ontology#guides"": 0.09670885998353355, ""https://example.org/narrative-character-ontology#follows"": 0.07801189161484742, ""https://example.org/narrative-character-ontology#fears"": 0.04208425884785779, ""https://example.org/narrative-character-ontology#distrusts"": 0.0912051415074942, ""https://example.org/narrative-character-ontology#deceives"": 0.06123223531420316, ""https://example.org/narrative-character-ontology#commands"": 0.04200214324691595, ""https://example.org/narrative-character-ontology#betrays"": 0.07357222094450222, ""https://example.org/narrative-character-ontology#attacks"": 0.026181796957072397}",nli_grouped_softmax
rel_6324_39732_6325,6324,39732,39732,39733,6325,19,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.12896580462887014, ""https://example.org/narrative-character-ontology#threatens"": 0.03860927765416499, ""https://example.org/narrative-character-ontology#protects"": 0.20023440296008904, ""https://example.org/narrative-character-ontology#loves"": 0.09518633116844404, ""https://example.org/narrative-character-ontology#kills"": 0.01693316036714198, ""https://example.org/narrative-character-ontology#hates"": 0.023235472576553267, ""https://example.org/narrative-character-ontology#guides"": 0.09389381126538215, ""https://example.org/narrative-character-ontology#follows"": 0.07178028016548374, ""https://example.org/narrative-character-ontology#fears"": 0.043071761696335586, ""https://example.org/narrative-character-ontology#distrusts"": 0.08692242366213992, ""https://example.org/narrative-character-ontology#deceives"": 0.05790281714939617, ""https://example.org/narrative-character-ontology#commands"": 0.04357947799355492, ""https://example.org/narrative-character-ontology#betrays"": 0.06896304120097953, ""https://example.org/narrative-character-ontology#attacks"": 0.030721937511464688}",nli_grouped_softmax
rel_6330_39754_6331,6330,39754,39754,39755,6331,14,11,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.1763213924373608, ""https://example.org/narrative-character-ontology#rulesOver"": 0.360729631907335, ""https://example.org/narrative-character-ontology#locatedIn"": 0.16007280382541797, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.3028761718298863}",nli_grouped_softmax
rel_6339_39831_6340,6339,39831,39831,39833,6340,15,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.32225902321720523, ""https://example.org/narrative-character-ontology#rulesOver"": 0.2349831870922919, ""https://example.org/narrative-character-ontology#locatedIn"": 0.17449682478834894, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.26826096490215384}",nli_grouped_softmax
rel_6401_40163_6402,6401,40163,40163,40166,6402,3,2,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.32264011609815674, ""https://example.org/narrative-character-ontology#rulesOver"": 0.164025817387357, ""https://example.org/narrative-character-ontology#locatedIn"": 0.26070845303177975, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.2526256134827065}",nli_grouped_softmax
rel_6410_40230_6411,6410,40230,40230,40232,6411,17,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.13050649385252355, ""https://example.org/narrative-character-ontology#threatens"": 0.059401151508561255, ""https://example.org/narrative-character-ontology#protects"": 0.045190013033861005, ""https://example.org/narrative-character-ontology#loves"": 0.05547620759449986, ""https://example.org/narrative-character-ontology#kills"": 0.022945956574042272, ""https://example.org/narrative-character-ontology#hates"": 0.025748493276060554, ""https://example.org/narrative-character-ontology#guides"": 0.1632129515463766, ""https://example.org/narrative-character-ontology#follows"": 0.06536694724143076, ""https://example.org/narrative-character-ontology#fears"": 0.028113973683541068, ""https://example.org/narrative-character-ontology#distrusts"": 0.06665619475366248, ""https://example.org/narrative-character-ontology#deceives"": 0.1104354071482327, ""https://example.org/narrative-character-ontology#commands"": 0.1173284978232052, ""https://example.org/narrative-character-ontology#betrays"": 0.050216560455441345, ""https://example.org/narrative-character-ontology#attacks"": 0.059401151508561255}",nli_grouped_softmax
rel_6410_40230_6412,6410,40230,40230,40234,6412,17,0,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.46182138843284576, ""https://example.org/narrative-character-ontology#rulesOver"": 0.09644916691481924, ""https://example.org/narrative-character-ontology#locatedIn"": 0.08003729106134491, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.36169215359099005}",nli_grouped_softmax
rel_6491_40857_6493,6491,40857,40857,40859,6493,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.10703872886386268, ""https://example.org/narrative-character-ontology#threatens"": 0.05684783978511676, ""https://example.org/narrative-character-ontology#protects"": 0.05520653566329877, ""https://example.org/narrative-character-ontology#loves"": 0.048624534127720616, ""https://example.org/narrative-character-ontology#kills"": 0.01459973270940639, ""https://example.org/narrative-character-ontology#hates"": 0.029665584295342506, ""https://example.org/narrative-character-ontology#guides"": 0.1319172848136251, ""https://example.org/narrative-character-ontology#follows"": 0.14015121837984046, ""https://example.org/narrative-character-ontology#fears"": 0.05718191036297069, ""https://example.org/narrative-character-ontology#distrusts"": 0.06837098464079686, ""https://example.org/narrative-character-ontology#deceives"": 0.07762594068238415, ""https://example.org/narrative-character-ontology#commands"": 0.09557482714219093, ""https://example.org/narrative-character-ontology#betrays"": 0.06410327203885494, ""https://example.org/narrative-character-ontology#attacks"": 0.05309160649458916}",nli_grouped_softmax
rel_6492_40857_6493,6492,40857,40857,40859,6493,17,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.12825124223196968, ""https://example.org/narrative-character-ontology#threatens"": 0.053332705988090166, ""https://example.org/narrative-character-ontology#protects"": 0.038489207940821474, ""https://example.org/narrative-character-ontology#loves"": 0.04194316085588381, ""https://example.org/narrative-character-ontology#kills"": 0.014159388308400843, ""https://example.org/narrative-character-ontology#hates"": 0.01965836384599187, ""https://example.org/narrative-character-ontology#guides"": 0.14377491444288854, ""https://example.org/narrative-character-ontology#follows"": 0.17283389932397827, ""https://example.org/narrative-character-ontology#fears"": 0.030506995371969974, ""https://example.org/narrative-character-ontology#distrusts"": 0.07093088936558194, ""https://example.org/narrative-character-ontology#deceives"": 0.08489315907233115, ""https://example.org/narrative-character-ontology#commands"": 0.10160380790004765, ""https://example.org/narrative-character-ontology#betrays"": 0.06253519081160794, ""https://example.org/narrative-character-ontology#attacks"": 0.03708707454043668}",nli_grouped_softmax
rel_6511_40930_6512,6511,40930,40930,40932,6512,19,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.11435342163430749, ""https://example.org/narrative-character-ontology#threatens"": 0.057444386013002856, ""https://example.org/narrative-character-ontology#protects"": 0.07226279953456037, ""https://example.org/narrative-character-ontology#loves"": 0.026095288479067762, ""https://example.org/narrative-character-ontology#kills"": 0.01711370800332139, ""https://example.org/narrative-character-ontology#hates"": 0.025540627126705778, ""https://example.org/narrative-character-ontology#guides"": 0.15760542883292558, ""https://example.org/narrative-character-ontology#follows"": 0.12970600702178062, ""https://example.org/narrative-character-ontology#fears"": 0.035877636224506126, ""https://example.org/narrative-character-ontology#distrusts"": 0.07212179899488182, ""https://example.org/narrative-character-ontology#deceives"": 0.08423662306839992, ""https://example.org/narrative-character-ontology#commands"": 0.0627217266393704, ""https://example.org/narrative-character-ontology#betrays"": 0.06881910136260613, ""https://example.org/narrative-character-ontology#attacks"": 0.0761014470645638}",nli_grouped_softmax
rel_6521_40984_6522,6521,40984,40984,40985,6522,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.12543899922725082, ""https://example.org/narrative-character-ontology#threatens"": 0.05593567618397184, ""https://example.org/narrative-character-ontology#protects"": 0.09385776668464774, ""https://example.org/narrative-character-ontology#loves"": 0.06388054730218969, ""https://example.org/narrative-character-ontology#kills"": 0.020477353710564253, ""https://example.org/narrative-character-ontology#hates"": 0.03729759895772108, ""https://example.org/narrative-character-ontology#guides"": 0.11635248715011576, ""https://example.org/narrative-character-ontology#follows"": 0.09570894525896417, ""https://example.org/narrative-character-ontology#fears"": 0.04525387620522994, ""https://example.org/narrative-character-ontology#distrusts"": 0.08122712685703666, ""https://example.org/narrative-character-ontology#deceives"": 0.0889495698708036, ""https://example.org/narrative-character-ontology#commands"": 0.0501894052422041, ""https://example.org/narrative-character-ontology#betrays"": 0.06800048863582113, ""https://example.org/narrative-character-ontology#attacks"": 0.05743015871347917}",nli_grouped_softmax
rel_6521_40984_6523,6521,40984,40984,40985,6523,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.13102991386375668, ""https://example.org/narrative-character-ontology#threatens"": 0.05146260023063558, ""https://example.org/narrative-character-ontology#protects"": 0.10214590268985728, ""https://example.org/narrative-character-ontology#loves"": 0.06189414871777483, ""https://example.org/narrative-character-ontology#kills"": 0.017526375141114877, ""https://example.org/narrative-character-ontology#hates"": 0.03519741077035721, ""https://example.org/narrative-character-ontology#guides"": 0.11552062491795811, ""https://example.org/narrative-character-ontology#follows"": 0.10894632554318695, ""https://example.org/narrative-character-ontology#fears"": 0.05126196656622928, ""https://example.org/narrative-character-ontology#distrusts"": 0.0903196761940631, ""https://example.org/narrative-character-ontology#deceives"": 0.07300038460807268, ""https://example.org/narrative-character-ontology#commands"": 0.04051197146807837, ""https://example.org/narrative-character-ontology#betrays"": 0.07222039767250381, ""https://example.org/narrative-character-ontology#attacks"": 0.04896230161641125}",nli_grouped_softmax
rel_6530_41014_6532,6530,41014,41014,41015,6532,9,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.10132454213029075, ""https://example.org/narrative-character-ontology#threatens"": 0.07434811661012389, ""https://example.org/narrative-character-ontology#protects"": 0.05160011835474374, ""https://example.org/narrative-character-ontology#loves"": 0.12499698177133559, ""https://example.org/narrative-character-ontology#kills"": 0.02130109204632127, ""https://example.org/narrative-character-ontology#hates"": 0.03753089990642528, ""https://example.org/narrative-character-ontology#guides"": 0.08391900363159546, ""https://example.org/narrative-character-ontology#follows"": 0.0915390954479291, ""https://example.org/narrative-character-ontology#fears"": 0.04302938873440303, ""https://example.org/narrative-character-ontology#distrusts"": 0.05639560069959415, ""https://example.org/narrative-character-ontology#deceives"": 0.07655850472405738, ""https://example.org/narrative-character-ontology#commands"": 0.06645025706379849, ""https://example.org/narrative-character-ontology#betrays"": 0.11776831694070163, ""https://example.org/narrative-character-ontology#attacks"": 0.05323808193868029}",nli_grouped_softmax
