relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
rel_4062_25391_4064,4062,25391,25391,25392,4064,14,23,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5849609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 1.072265625}",nli_grouped_softmax
rel_4062_25391_4065,4062,25391,25391,25394,4065,14,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0166015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.69140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 1.314453125}",nli_grouped_softmax
rel_4074_25431_4075,4074,25431,25431,25435,4075,14,22,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.943359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.880859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -3.27734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.830078125}",nli_grouped_softmax
rel_4074_25431_4076,4074,25431,25431,25435,4076,14,23,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.330078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1572265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -3.01171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2001953125}",nli_grouped_softmax
rel_4091_25525_4092,4091,25525,25525,25526,4092,10,22,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.99560546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8447265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5908203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0625}",nli_grouped_softmax
rel_4091_25525_4093,4091,25525,25525,25526,4093,10,23,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2705078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.4423828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.837890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.642578125}",nli_grouped_softmax
rel_4147_25866_4149,4147,25866,25866,25870,4149,3,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2958984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97314453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.595703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3203125}",nli_grouped_softmax
rel_4218_26247_4219,4218,26247,26247,26248,4219,19,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.330078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0400390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.345703125}",nli_grouped_softmax
rel_4220_26252_4222,4220,26252,26252,26253,4222,3,19,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0400390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.3515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.51171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0498046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.78125}",nli_grouped_softmax
rel_4249_26356_4251,4249,26356,26356,26358,4251,8,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.6376953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.287109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.2861328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6572265625}",nli_grouped_softmax
rel_4292_26569_4296,4292,26569,26569,26571,4296,3,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3095703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97900390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.431640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.97607421875}",nli_grouped_softmax
rel_4292_26569_4297,4292,26569,26569,26571,4297,3,23,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.10546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78564453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.412109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.017578125}",nli_grouped_softmax
rel_4293_26569_4296,4293,26569,26569,26571,4296,14,7,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.220703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.314453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.017578125}",nli_grouped_softmax
rel_4293_26569_4297,4293,26569,26569,26571,4297,14,23,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.28515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.5654296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3212890625}",nli_grouped_softmax
rel_4346_26907_4347,4346,26907,26907,26908,4347,8,12,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0712890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.71240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.96533203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.248046875}",nli_grouped_softmax
rel_4346_26907_4348,4346,26907,26907,26908,4348,8,12,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0712890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.71240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.96533203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.248046875}",nli_grouped_softmax
rel_4359_26961_4360,4359,26961,26961,26964,4360,12,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.587890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.92724609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.04296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2568359375}",nli_grouped_softmax
rel_4367_27005_4368,4367,27005,27005,27006,4368,8,12,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.373046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.23828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": 0.043731689453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5810546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.244140625}",nli_grouped_softmax
rel_4394_27186_4396,4394,27186,27186,27188,4396,8,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.92236328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.08984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5341796875}",nli_grouped_softmax
rel_4402_27209_4403,4402,27209,27209,27210,4403,24,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4442_27596_4443,4442,27596,27596,27597,4443,24,19,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4447_27620_4448,4447,27620,27620,27621,4448,24,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4447_27620_4449,4447,27620,27620,27621,4449,24,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4461_27703_4462,4461,27703,27703,27704,4462,24,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4461_27703_4463,4461,27703,27703,27709,4463,24,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4466_27739_4467,4466,27739,27739,27742,4467,24,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4475_27787_4476,4475,27787,27787,27790,4476,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7529296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.16552734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.419921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.419677734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": 0.01512908935546875}",nli_grouped_softmax
rel_4493_27928_4495,4493,27928,27928,27929,4495,12,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7783203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.80859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.33984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.97607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.9892578125}",nli_grouped_softmax
rel_4494_27928_4495,4494,27928,27928,27929,4495,24,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4501_27949_4503,4501,27949,27949,27952,4503,12,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7236328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.7314453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.84033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1884765625}",nli_grouped_softmax
rel_4502_27949_4503,4502,27949,27949,27952,4503,24,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
rel_4540_28214_4541,4540,28214,28214,28216,4541,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.26171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": 0.100830078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.64111328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.15625}",nli_grouped_softmax
rel_4544_28235_4545,4544,28235,28235,28236,4545,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2080078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.62939453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.431884765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.849609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.3515625}",nli_grouped_softmax
rel_4551_28265_4552,4551,28265,28265,28266,4552,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.1749267578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.90966796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8994140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.11578369140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.42041015625}",nli_grouped_softmax
rel_4563_28348_4562,4563,28348,28340,28349,4562,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0986328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.74267578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.1845703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.412109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.275390625}",nli_grouped_softmax
rel_4575_28426_4576,4575,28426,28426,28427,4576,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.87548828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1990966796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.07904052734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.982421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5380859375}",nli_grouped_softmax
rel_4577_28430_4578,4577,28430,28430,28434,4578,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4169921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.5546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4521484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.849609375}",nli_grouped_softmax
rel_4579_28448_4580,4579,28448,28448,28449,4580,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.166015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.52392578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": 0.0421142578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2861328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.8173828125}",nli_grouped_softmax
rel_4584_28470_4585,4584,28470,28470,28474,4585,8,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.72607421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.33740234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.4501953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.873046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.091796875}",nli_grouped_softmax
rel_4590_28522_4591,4590,28522,28522,28523,4591,17,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.7138671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.470703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.8447265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -2.123046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.771484375}",nli_grouped_softmax
rel_4594_28552_4595,4594,28552,28552,28553,4595,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.99609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.06640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.244140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.037109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.70849609375}",nli_grouped_softmax
rel_4599_28576_4600,4599,28576,28576,28578,4600,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0302734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0009765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.400390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0009765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.6474609375}",nli_grouped_softmax
